,id,id_client,id_product,qtd,total,sale_date
1069,1083.0,10.0,119.0,3.0,9278.65,2023-01-02
1070,1084.0,43.0,116.0,9.0,23180.0,2024-12-20
1071,1085.0,21.0,90.0,5.0,375712.65,2023-04-08
1072,1086.0,33.0,32.0,15.0,187537.0,2024-04-06
1073,1087.0,48.0,105.0,6.0,1764.15,2023-08-10
1074,1088.0,30.0,34.0,3.0,14753.0,2024-12-02
1075,1089.0,4.0,55.0,10.0,1099872.0,2024-09-06
1076,1090.0,30.0,106.0,7.0,30694.0,2024-04-23
1077,1091.0,3.0,56.0,5.0,214944.0,2024-05-27
1078,1092.0,44.0,17.0,4.0,53347.25,2023-08-25
1079,1093.0,15.0,12.0,13.0,33668.0,2024-06-04
1080,1094.0,1.0,13.0,11.0,80957.1,2024-06-15
1081,1095.0,29.0,112.0,2.0,4362.0,2023-05-22
1082,1096.0,10.0,79.0,11.0,727615.0,2023-12-18
1083,1097.0,45.0,55.0,7.0,769910.0,2024-12-03
1084,1098.0,6.0,27.0,5.0,78429.15,2023-05-01
1085,1099.0,4.0,101.0,12.0,5282.95,2023-10-18
1086,1100.0,21.0,63.0,7.0,930718.8,2024-03-11
1087,1101.0,36.0,12.0,15.0,40893.0,2023-11-26
1088,1102.0,4.0,1.0,14.0,463715.0,2024-11-08
1089,1103.0,38.0,12.0,9.0,24536.0,2024-09-20
1090,1104.0,24.0,14.0,6.0,204122.7,2024-04-22
1091,1105.0,40.0,77.0,5.0,223523.0,2024-11-04
1092,1106.0,15.0,94.0,8.0,309706.65,2023-06-25
1093,1107.0,5.0,46.0,8.0,39870.0,2023-12-09
1094,1108.0,1.0,147.0,5.0,15150.0,2023-09-01
1095,1109.0,36.0,79.0,1.0,66147.0,2023-12-29
1096,1110.0,29.0,68.0,13.0,869662.0,2023-03-02
1097,1111.0,8.0,93.0,3.0,286359.45,2024-05-23
1098,1112.0,44.0,125.0,6.0,19391.4,2023-03-08
1099,1113.0,30.0,40.0,11.0,148222.8,2023-11-30
1100,1114.0,23.0,86.0,1.0,88846.85,2023-01-12
1101,1115.0,47.0,42.0,11.0,65921.0,2024-06-02
1102,1116.0,3.0,9.0,6.0,238233.0,2023-10-10
1103,1117.0,41.0,60.0,7.0,723195.1,2024-04-09
1104,1118.0,36.0,46.0,8.0,39870.0,2024-11-29
1105,1119.0,2.0,61.0,15.0,399265.05,2023-11-19
1106,1120.0,22.0,32.0,1.0,12502.0,2024-02-27
1107,1121.0,38.0,122.0,4.0,5025.5,2024-05-09
1108,1122.0,16.0,38.0,9.0,238150.0,2023-07-18
1109,1123.0,3.0,53.0,3.0,161025.0,2024-07-19
1110,1124.0,19.0,9.0,12.0,476466.0,2024-04-04
1111,1125.0,44.0,137.0,2.0,6771.0,2023-12-19
1112,1126.0,3.0,93.0,10.0,1004770.0,2023-07-08
1113,1127.0,40.0,126.0,4.0,10708.0,2023-07-29
1114,1128.0,26.0,23.0,14.0,148675.95,2024-11-04
1115,1130.0,30.0,2.0,13.0,181976.0,2024-06-12
1116,1131.0,37.0,113.0,15.0,65924.0,2023-10-30
1117,1132.0,23.0,121.0,7.0,25860.0,2024-01-27
1118,1133.0,49.0,100.0,13.0,1291812.85,2024-10-01
1119,1134.0,5.0,72.0,14.0,1395305.0,2023-04-28
1120,1135.0,1.0,50.0,13.0,139258.6,2023-12-20
1121,1136.0,35.0,55.0,7.0,769910.0,2023-12-05
1122,1137.0,48.0,10.0,7.0,213019.45,2024-10-19
1123,1138.0,35.0,134.0,11.0,49299.3,2024-04-23
1124,1139.0,48.0,83.0,3.0,384191.4,2024-09-16
1125,1140.0,21.0,138.0,14.0,55634.85,2024-06-02
1126,1141.0,17.0,61.0,8.0,212941.55,2023-01-30
1127,1142.0,12.0,19.0,12.0,197188.0,2024-01-25
1128,1143.0,9.0,10.0,4.0,121725.4,2024-12-04
1129,1144.0,8.0,126.0,10.0,26771.0,2024-05-30
1130,1145.0,16.0,127.0,6.0,8831.2,2023-01-03
1131,1146.0,42.0,123.0,9.0,24994.0,2023-10-19
1132,1147.0,14.0,120.0,15.0,44523.65,2024-09-08
1133,1148.0,19.0,98.0,14.0,1055503.2,2024-02-11
1134,1149.0,21.0,60.0,5.0,516567.25,2024-08-25
1135,1150.0,43.0,108.0,2.0,6356.45,2023-10-26
1136,1151.0,34.0,149.0,3.0,3491.0,2024-03-20
1137,1152.0,40.0,45.0,3.0,28225.45,2023-06-06
1138,1153.0,17.0,18.0,12.0,318869.0,2024-03-21
1139,1154.0,11.0,42.0,8.0,45545.85,2023-11-13
1140,1155.0,2.0,109.0,2.0,1245.0,2024-01-07
1141,1156.0,21.0,17.0,12.0,168465.0,2024-04-09
1142,1157.0,48.0,73.0,8.0,1088015.05,2024-03-05
1143,1158.0,49.0,133.0,11.0,19779.0,2023-03-28
1144,1159.0,16.0,51.0,2.0,121902.1,2024-03-20
1145,1160.0,37.0,146.0,15.0,7068.0,2023-06-06
1146,1161.0,13.0,103.0,6.0,10198.25,2024-05-29
1147,1162.0,12.0,115.0,11.0,9136.0,2024-10-26
1148,1163.0,21.0,66.0,9.0,107487.75,2023-03-19
1149,1164.0,4.0,62.0,7.0,679776.3,2024-09-14
1150,1165.0,23.0,19.0,7.0,109274.7,2024-04-22
1151,1166.0,14.0,118.0,13.0,56096.0,2024-02-09
1152,1167.0,3.0,111.0,7.0,28497.15,2023-01-17
1153,1168.0,45.0,25.0,6.0,69121.05,2024-08-15
1154,1169.0,47.0,2.0,10.0,139982.0,2023-08-01
1155,1170.0,3.0,56.0,3.0,128966.0,2023-07-27
1156,1171.0,13.0,66.0,12.0,143317.0,2024-12-18
1157,1172.0,12.0,25.0,8.0,92161.4,2023-08-16
1158,1173.0,9.0,105.0,8.0,2476.0,2024-02-12
1159,1174.0,30.0,28.0,12.0,171103.0,2023-04-23
1160,1175.0,41.0,54.0,6.0,692748.55,2023-12-14
1161,1176.0,17.0,38.0,10.0,264611.0,2023-10-01
1162,1177.0,32.0,10.0,6.0,182588.1,2024-11-21
1163,1178.0,11.0,60.0,9.0,978760.0,2023-10-02
1164,1179.0,17.0,129.0,13.0,40337.95,2024-01-05
1165,1180.0,8.0,103.0,1.0,1789.0,2023-01-20
1166,1181.0,46.0,70.0,9.0,293739.05,2023-10-07
1167,1182.0,18.0,135.0,13.0,21379.0,2024-10-30
1168,1183.0,24.0,17.0,1.0,13337.05,2024-12-01
1169,1184.0,41.0,78.0,14.0,1704662.0,2023-08-17
1170,1185.0,33.0,92.0,7.0,590880.05,2024-09-16
1171,1186.0,10.0,102.0,7.0,5532.8,2023-12-16
1172,1187.0,3.0,65.0,4.0,102231.0,2023-02-07
1173,1188.0,42.0,142.0,8.0,6611.0,2024-01-08
1174,1189.0,4.0,94.0,15.0,580699.85,2023-07-19
1175,1190.0,47.0,105.0,3.0,929.0,2023-05-29
1176,1191.0,45.0,48.0,13.0,181994.35,2024-11-07
1177,1192.0,44.0,69.0,3.0,135795.0,2023-09-28
1178,1193.0,15.0,68.0,6.0,401383.0,2023-09-27
1179,1194.0,4.0,127.0,9.0,13246.8,2023-05-29
1180,1195.0,26.0,8.0,12.0,56819.5,2024-02-18
1181,1196.0,2.0,13.0,13.0,95676.4,2024-01-01
1182,1197.0,41.0,138.0,12.0,50197.0,2024-04-22
1183,1198.0,42.0,133.0,11.0,20820.0,2023-08-06
1184,1199.0,4.0,101.0,8.0,3521.65,2023-10-12
1185,1200.0,12.0,83.0,9.0,1152573.25,2023-02-15
1186,1201.0,25.0,50.0,7.0,74985.4,2023-12-06
1187,1202.0,36.0,18.0,4.0,100975.5,2023-02-02
1188,1203.0,21.0,106.0,11.0,45822.3,2023-08-16
1189,1204.0,8.0,22.0,2.0,74960.7,2023-09-21
1190,1205.0,39.0,75.0,2.0,62260.15,2023-07-19
1191,1206.0,45.0,82.0,2.0,98104.6,2023-10-16
1192,1207.0,45.0,89.0,5.0,393390.0,2024-06-08
1193,1208.0,23.0,86.0,8.0,748185.0,2023-08-02
1194,1209.0,16.0,91.0,7.0,944202.0,2023-10-15
1195,1210.0,36.0,144.0,10.0,21033.95,2024-09-05
1196,1211.0,17.0,17.0,4.0,56155.0,2024-07-09
1197,1212.0,8.0,124.0,7.0,26390.0,2023-02-20
1198,1213.0,27.0,10.0,8.0,256264.0,2023-11-05
1199,1214.0,37.0,23.0,11.0,116816.75,2024-02-03
1200,1215.0,3.0,130.0,15.0,62161.0,2023-04-23
1201,1216.0,35.0,8.0,7.0,34889.0,2024-02-19
1202,1217.0,21.0,135.0,5.0,7811.85,2023-10-19
1203,1218.0,25.0,127.0,11.0,17043.0,2023-05-23
1204,1219.0,2.0,149.0,9.0,9949.35,2023-03-19
1205,1220.0,42.0,65.0,8.0,204462.0,2023-11-01
1206,1221.0,44.0,72.0,4.0,378726.05,2024-04-03
1207,1222.0,5.0,146.0,7.0,3298.4,2023-10-12
1208,1223.0,9.0,109.0,7.0,4359.0,2024-11-07
1209,1224.0,2.0,125.0,1.0,3231.9,2023-11-10
1210,1225.0,11.0,60.0,15.0,1549702.7,2024-12-25
1211,1226.0,49.0,13.0,5.0,38736.0,2023-05-24
1212,1227.0,43.0,12.0,1.0,2726.0,2024-04-28
1213,1228.0,11.0,61.0,12.0,319412.8,2024-05-15
1214,1229.0,20.0,74.0,11.0,904536.8,2023-10-26
1215,1230.0,17.0,91.0,4.0,512566.8,2023-01-01
1216,1231.0,25.0,131.0,1.0,915.8,2023-01-25
1217,1232.0,45.0,29.0,1.0,34684.5,2024-10-23
1218,1233.0,46.0,108.0,11.0,36801.0,2024-03-23
1219,1234.0,47.0,129.0,1.0,3102.7,2024-09-17
1220,1236.0,43.0,108.0,8.0,25425.8,2023-12-26
1221,1237.0,45.0,124.0,10.0,37699.0,2023-03-03
1222,1238.0,42.0,149.0,4.0,4654.0,2023-02-01
1223,1239.0,5.0,130.0,11.0,45585.0,2023-06-11
1224,1240.0,31.0,30.0,2.0,64496.0,2024-06-05
1225,1241.0,47.0,123.0,7.0,18467.05,2023-09-07
1226,1242.0,27.0,99.0,7.0,750867.0,2024-11-10
1227,1243.0,48.0,141.0,7.0,33473.0,2024-12-21
1228,1244.0,16.0,140.0,13.0,38712.5,2024-08-22
1229,1245.0,49.0,131.0,7.0,6407.75,2023-10-06
1230,1246.0,26.0,104.0,11.0,38800.85,2023-11-06
1231,1247.0,10.0,134.0,12.0,56611.0,2024-07-29
1232,1248.0,26.0,148.0,10.0,45463.2,2023-05-01
1233,1249.0,30.0,138.0,1.0,3973.85,2024-07-07
1234,1250.0,24.0,96.0,9.0,603808.6,2023-11-08
1235,1251.0,27.0,148.0,11.0,50008.95,2023-04-26
1236,1252.0,47.0,10.0,4.0,128132.0,2024-07-09
1237,1253.0,43.0,56.0,3.0,122517.7,2024-03-21
1238,1254.0,20.0,61.0,12.0,319412.8,2023-05-30
1239,1255.0,41.0,10.0,12.0,365176.2,2023-01-16
1240,1256.0,21.0,136.0,2.0,3749.65,2023-11-24
1241,1257.0,2.0,99.0,15.0,1609000.0,2023-05-12
1242,1258.0,45.0,38.0,2.0,50275.9,2024-08-26
1243,1259.0,38.0,86.0,6.0,561139.0,2023-05-12
1244,1260.0,42.0,37.0,3.0,18203.0,2024-04-23
1245,1261.0,25.0,18.0,2.0,53145.0,2024-03-01
1246,1262.0,45.0,136.0,1.0,1974.0,2023-01-10
1247,1263.0,20.0,79.0,4.0,264587.0,2024-02-17
1248,1264.0,36.0,16.0,3.0,90018.0,2024-07-03
1249,1265.0,25.0,89.0,3.0,224232.3,2023-09-17
1250,1266.0,24.0,80.0,6.0,775343.0,2024-12-21
1251,1267.0,30.0,136.0,5.0,9868.0,2023-12-15
1252,1268.0,48.0,87.0,12.0,802319.0,2023-08-25
1253,1269.0,18.0,52.0,2.0,26037.6,2024-07-14
1254,1270.0,2.0,87.0,11.0,698686.05,2024-09-25
1255,1271.0,24.0,38.0,1.0,25137.95,2023-11-03
1256,1272.0,24.0,141.0,9.0,40884.2,2023-04-17
1257,1273.0,36.0,62.0,1.0,97110.9,2023-06-09
1258,1274.0,46.0,143.0,7.0,31055.0,2023-09-06
1259,1275.0,21.0,81.0,10.0,1221485.0,2023-06-30
1260,1276.0,39.0,25.0,8.0,97012.0,2024-01-16
1261,1277.0,4.0,22.0,5.0,197264.0,2023-06-28
1262,1278.0,42.0,135.0,14.0,23023.0,2023-12-22
1263,1279.0,28.0,135.0,5.0,8223.0,2024-12-22
1264,1280.0,14.0,17.0,9.0,126349.0,2023-07-17
1265,1281.0,8.0,46.0,7.0,33141.7,2024-07-23
1266,1282.0,15.0,99.0,11.0,1120936.35,2023-10-10
1267,1283.0,8.0,6.0,4.0,47281.0,2024-01-18
1268,1284.0,35.0,16.0,5.0,150030.0,2024-06-28
1269,1285.0,13.0,122.0,8.0,10051.0,2023-06-10
1270,1286.0,44.0,54.0,3.0,346373.8,2023-10-01
1271,1287.0,13.0,119.0,6.0,18558.25,2023-06-12
1272,1288.0,44.0,72.0,1.0,99665.0,2023-07-24
1273,1289.0,32.0,120.0,10.0,31245.0,2023-01-10
1274,1290.0,14.0,36.0,10.0,226014.0,2024-07-14
1275,1291.0,36.0,45.0,13.0,128748.0,2024-05-24
1276,1292.0,17.0,87.0,9.0,571652.05,2024-06-22
1277,1293.0,46.0,99.0,1.0,107267.0,2024-03-11
1278,1294.0,7.0,122.0,11.0,13819.65,2024-07-10
1279,1295.0,5.0,139.0,13.0,17596.85,2023-06-25
1280,1296.0,9.0,78.0,8.0,974092.0,2023-12-22
1281,1297.0,1.0,33.0,2.0,12760.4,2024-06-06
1282,1298.0,1.0,55.0,3.0,313463.9,2023-09-06
1283,1299.0,31.0,117.0,13.0,53339.0,2023-07-09
1284,1300.0,11.0,73.0,6.0,816012.0,2024-04-24
1285,1301.0,24.0,126.0,7.0,18739.0,2023-09-19
1286,1302.0,30.0,6.0,11.0,123520.9,2024-09-19
1287,1303.0,14.0,111.0,14.0,56993.35,2024-05-28
1288,1304.0,43.0,120.0,1.0,3124.0,2024-03-23
1289,1305.0,22.0,99.0,4.0,407613.65,2023-08-20
1290,1306.0,39.0,73.0,2.0,286320.0,2023-01-27
1291,1307.0,34.0,94.0,15.0,580699.85,2024-12-30
1292,1308.0,38.0,3.0,1.0,9024.0,2023-07-02
1293,1309.0,27.0,14.0,15.0,510307.7,2024-08-31
1294,1310.0,35.0,65.0,8.0,194238.9,2023-04-06
1295,1311.0,12.0,4.0,7.0,23673.0,2023-02-21
1296,1312.0,48.0,89.0,2.0,149488.2,2024-07-15
1297,1313.0,32.0,111.0,5.0,20354.7,2023-01-27
1298,1314.0,7.0,7.0,14.0,273263.0,2024-02-14
1299,1315.0,3.0,61.0,9.0,252168.0,2023-12-21
1300,1316.0,47.0,24.0,8.0,176564.15,2023-08-25
1301,1317.0,19.0,8.0,4.0,19937.0,2024-10-24
1302,1318.0,38.0,146.0,13.0,6125.6,2024-10-23
1303,1319.0,37.0,14.0,8.0,272164.55,2023-12-13
1304,1320.0,13.0,72.0,5.0,473406.85,2024-05-03
1305,1321.0,8.0,2.0,14.0,195974.0,2024-05-01
1306,1322.0,12.0,139.0,13.0,17596.85,2023-03-11
1307,1323.0,22.0,98.0,5.0,376965.7,2023-09-18
1308,1324.0,2.0,8.0,6.0,29905.0,2024-12-30
1309,1325.0,48.0,45.0,10.0,99037.0,2023-04-02
1310,1326.0,11.0,139.0,6.0,8121.55,2024-08-21
1311,1327.0,48.0,91.0,13.0,1753518.0,2023-10-28
1312,1328.0,33.0,48.0,12.0,176836.0,2023-07-14
1313,1329.0,41.0,92.0,4.0,337645.2,2024-10-24
1314,1330.0,31.0,51.0,5.0,304755.25,2023-07-28
1315,1331.0,46.0,96.0,2.0,134179.9,2023-02-10
1316,1332.0,14.0,102.0,13.0,10275.2,2023-01-14
1317,1333.0,29.0,94.0,12.0,464559.5,2023-11-03
1318,1334.0,48.0,81.0,4.0,488594.0,2023-07-27
1319,1335.0,18.0,22.0,3.0,118359.0,2024-06-28
1320,1336.0,2.0,3.0,5.0,45121.0,2023-10-28
1321,1337.0,19.0,22.0,15.0,591793.0,2024-06-02
1322,1338.0,3.0,142.0,10.0,7850.8,2023-04-26
1323,1339.0,15.0,142.0,8.0,6611.0,2024-01-05
1324,1340.0,39.0,138.0,11.0,46014.0,2024-10-02
1325,1341.0,35.0,56.0,3.0,122517.7,2023-04-05
1326,1342.0,6.0,136.0,12.0,23682.0,2023-11-09
1327,1343.0,29.0,124.0,12.0,45239.0,2023-06-30
1328,1344.0,36.0,125.0,11.0,37423.0,2023-05-29
1329,1345.0,15.0,98.0,6.0,476167.0,2024-11-21
1330,1346.0,48.0,43.0,10.0,333420.55,2023-01-19
1331,1347.0,33.0,125.0,10.0,32319.95,2024-05-17
1332,1348.0,15.0,66.0,10.0,119430.2,2024-06-14
1333,1349.0,30.0,137.0,5.0,16080.65,2023-04-02
1334,1350.0,42.0,96.0,15.0,1059313.0,2023-08-27
1335,1351.0,46.0,148.0,9.0,43070.0,2024-07-16
1336,1352.0,32.0,39.0,10.0,281511.6,2023-10-17
1337,1353.0,48.0,28.0,12.0,171103.0,2024-02-09
1338,1354.0,13.0,48.0,11.0,153995.0,2023-04-30
1339,1355.0,39.0,20.0,5.0,146458.65,2024-08-18
1340,1356.0,33.0,30.0,11.0,354727.0,2023-01-17
1341,1357.0,20.0,23.0,1.0,10620.05,2024-01-11
1342,1358.0,16.0,122.0,12.0,15870.0,2023-09-28
1343,1359.0,16.0,141.0,4.0,19127.0,2024-09-08
1344,1360.0,14.0,30.0,2.0,61271.2,2024-03-06
1345,1361.0,11.0,28.0,15.0,203184.1,2023-03-17
1346,1362.0,5.0,55.0,7.0,769910.0,2023-02-18
1347,1363.0,26.0,32.0,11.0,130650.65,2023-01-23
1348,1364.0,3.0,129.0,11.0,34131.6,2023-05-29
1349,1365.0,37.0,111.0,7.0,28497.15,2023-07-22
1350,1366.0,13.0,85.0,9.0,347208.0,2023-03-27
1351,1367.0,39.0,120.0,3.0,9373.0,2023-10-26
1352,1368.0,47.0,20.0,15.0,462502.0,2023-07-11
1353,1369.0,46.0,89.0,1.0,74744.1,2024-10-31
1354,1370.0,29.0,93.0,5.0,502385.0,2024-09-28
1355,1371.0,32.0,131.0,14.0,12815.5,2023-12-17
1356,1372.0,12.0,136.0,8.0,14998.6,2024-08-01
1357,1373.0,44.0,144.0,15.0,33212.0,2023-08-28
1358,1374.0,38.0,122.0,9.0,11902.0,2023-03-11
1359,1375.0,46.0,110.0,8.0,18965.8,2024-05-24
1360,1376.0,1.0,92.0,6.0,533125.0,2024-06-28
1361,1377.0,18.0,107.0,8.0,11501.65,2024-04-26
1362,1378.0,23.0,45.0,15.0,141128.2,2024-10-12
1363,1379.0,8.0,28.0,12.0,162547.85,2024-09-11
1364,1380.0,31.0,88.0,4.0,193346.0,2023-10-05
1365,1381.0,18.0,27.0,4.0,62743.7,2024-07-02
1366,1382.0,1.0,79.0,12.0,754073.9,2024-01-25
1367,1383.0,8.0,65.0,13.0,332250.0,2023-04-15
1368,1384.0,21.0,57.0,11.0,1306696.0,2023-04-01
1369,1385.0,5.0,26.0,11.0,180609.25,2024-06-08
1370,1386.0,30.0,114.0,13.0,9871.45,2023-02-19
1371,1387.0,2.0,146.0,11.0,5183.2,2024-04-16
1372,1388.0,34.0,124.0,2.0,7540.0,2024-09-07
1373,1389.0,5.0,43.0,2.0,66684.3,2024-11-25
1374,1390.0,39.0,38.0,2.0,50275.9,2023-11-25
1375,1391.0,49.0,99.0,13.0,1394467.0,2023-10-19
1376,1392.0,22.0,25.0,11.0,133391.0,2023-07-15
1377,1393.0,9.0,1.0,15.0,471996.1,2023-09-14
1378,1394.0,13.0,90.0,5.0,395487.0,2024-07-24
1379,1395.0,17.0,145.0,11.0,47848.0,2023-10-16
1380,1396.0,16.0,24.0,2.0,44140.8,2024-10-14
1381,1397.0,24.0,89.0,4.0,298976.4,2024-04-20
1382,1398.0,46.0,45.0,6.0,56450.9,2024-10-22
1383,1399.0,5.0,109.0,5.0,2958.3,2024-01-28
1384,1400.0,27.0,32.0,3.0,35631.65,2023-10-08
1385,1401.0,23.0,55.0,2.0,208975.3,2023-03-11
1386,1402.0,9.0,83.0,13.0,1664827.5,2023-08-01
1387,1403.0,31.0,3.0,10.0,90242.0,2023-12-30
1388,1404.0,30.0,148.0,15.0,71783.0,2023-03-30
1389,1405.0,24.0,53.0,5.0,254956.25,2024-12-20
1390,1406.0,7.0,100.0,2.0,198740.0,2023-03-02
1391,1407.0,12.0,49.0,8.0,106114.0,2023-08-18
1392,1408.0,42.0,11.0,15.0,543479.0,2023-12-29
1393,1409.0,26.0,100.0,15.0,1490553.8,2024-07-22
1394,1410.0,31.0,134.0,15.0,70764.0,2023-05-17
1395,1411.0,15.0,63.0,8.0,1063677.95,2023-10-21
1396,1412.0,47.0,132.0,1.0,1484.85,2024-03-28
1397,1413.0,43.0,143.0,7.0,31055.0,2024-03-09
1398,1414.0,45.0,72.0,13.0,1295640.0,2024-11-12
1399,1415.0,41.0,121.0,4.0,14777.0,2023-02-04
1400,1417.0,27.0,129.0,15.0,46543.35,2023-11-17
1401,1418.0,16.0,33.0,10.0,63800.1,2024-04-09
1402,1419.0,12.0,53.0,12.0,644100.0,2024-06-12
1403,1420.0,45.0,24.0,12.0,264846.7,2024-02-10
1404,1421.0,12.0,40.0,13.0,175173.35,2024-12-30
1405,1422.0,11.0,126.0,3.0,8031.0,2023-01-29
1406,1423.0,48.0,63.0,14.0,1861436.65,2023-11-23
1407,1424.0,37.0,129.0,10.0,32662.0,2023-12-08
1408,1425.0,36.0,137.0,14.0,45027.15,2024-09-21
1409,1426.0,19.0,22.0,11.0,433981.0,2023-06-07
1410,1427.0,33.0,134.0,7.0,33023.0,2024-08-17
1411,1428.0,29.0,43.0,4.0,140387.0,2024-02-07
1412,1429.0,47.0,17.0,6.0,80021.35,2024-09-16
1413,1430.0,21.0,108.0,11.0,34960.95,2023-09-27
1414,1431.0,18.0,4.0,1.0,3212.9,2024-10-01
1415,1432.0,26.0,57.0,1.0,118791.0,2024-11-16
1416,1433.0,47.0,50.0,9.0,96409.8,2024-11-07
1417,1434.0,29.0,144.0,12.0,26570.0,2024-05-01
1418,1435.0,29.0,41.0,15.0,151050.0,2024-07-22
1419,1436.0,36.0,58.0,15.0,1632369.0,2023-12-25
1420,1437.0,35.0,47.0,12.0,69802.2,2024-08-05
1421,1438.0,47.0,22.0,10.0,394529.0,2024-03-01
1422,1439.0,8.0,109.0,6.0,3549.2,2023-10-16
1423,1440.0,39.0,23.0,13.0,138055.9,2024-05-09
1424,1441.0,11.0,16.0,4.0,120024.0,2023-08-04
1425,1443.0,24.0,120.0,15.0,46867.0,2023-11-23
1426,1444.0,24.0,33.0,8.0,53726.0,2024-05-22
1427,1445.0,27.0,70.0,4.0,130550.9,2023-08-29
1428,1446.0,10.0,22.0,15.0,562203.35,2024-02-07
1429,1447.0,10.0,84.0,11.0,453779.85,2024-09-03
1430,1448.0,40.0,132.0,5.0,7815.0,2023-07-31
1431,1449.0,33.0,101.0,2.0,880.65,2023-12-08
1432,1450.0,23.0,24.0,7.0,162625.0,2023-04-20
1433,1451.0,24.0,52.0,13.0,169245.35,2024-03-19
1434,1452.0,19.0,75.0,11.0,342429.4,2024-08-21
1435,1453.0,43.0,42.0,3.0,17080.05,2024-06-08
1436,1454.0,20.0,56.0,7.0,285874.95,2023-10-04
1437,1455.0,14.0,130.0,5.0,20720.0,2024-09-14
1438,1456.0,42.0,100.0,15.0,1490553.8,2024-11-03
1439,1458.0,41.0,127.0,8.0,12395.0,2023-03-23
1440,1459.0,5.0,133.0,4.0,7571.0,2024-01-10
1441,1460.0,18.0,4.0,13.0,43964.0,2023-07-25
1442,1461.0,10.0,87.0,3.0,200580.0,2024-05-05
1443,1462.0,32.0,3.0,2.0,17145.6,2024-06-27
1444,1463.0,26.0,107.0,10.0,14377.3,2024-06-18
1445,1464.0,24.0,12.0,9.0,24536.0,2024-11-04
1446,1465.0,8.0,132.0,11.0,17193.0,2024-05-30
1447,1466.0,41.0,20.0,10.0,292917.3,2023-09-30
1448,1467.0,5.0,80.0,9.0,1104864.25,2023-06-20
1449,1468.0,31.0,69.0,15.0,678975.0,2023-04-04
1450,1469.0,45.0,124.0,1.0,3770.0,2023-06-24
1451,1470.0,36.0,77.0,7.0,297286.35,2023-07-02
1452,1471.0,46.0,68.0,9.0,571970.3,2023-02-23
1453,1472.0,32.0,6.0,2.0,23640.0,2023-07-02
1454,1473.0,18.0,4.0,14.0,47346.0,2024-09-01
1455,1474.0,47.0,9.0,3.0,113160.2,2024-05-19
1456,1475.0,17.0,59.0,6.0,496847.15,2024-06-06
1457,1476.0,13.0,82.0,13.0,671243.0,2023-10-31
1458,1477.0,33.0,144.0,3.0,6642.0,2024-04-06
1459,1478.0,15.0,84.0,3.0,130272.0,2023-05-28
1460,1479.0,21.0,104.0,2.0,7054.7,2024-03-20
1461,1480.0,21.0,95.0,5.0,349040.0,2023-07-31
1462,1481.0,22.0,44.0,4.0,41065.65,2023-07-13
1463,1482.0,36.0,99.0,15.0,1609000.0,2023-07-18
1464,1483.0,43.0,12.0,4.0,10359.75,2023-08-16
1465,1484.0,16.0,104.0,3.0,10582.05,2024-11-09
1466,1485.0,8.0,31.0,15.0,118034.65,2023-06-04
1467,1486.0,11.0,127.0,9.0,13246.8,2023-11-22
1468,1487.0,49.0,129.0,13.0,40337.95,2023-03-07
1469,1488.0,28.0,148.0,15.0,68193.85,2023-01-26
1470,1489.0,30.0,26.0,6.0,103699.0,2024-08-28
1471,1490.0,27.0,82.0,14.0,722877.0,2023-09-01
1472,1491.0,19.0,87.0,10.0,668599.0,2023-06-15
1473,1492.0,45.0,28.0,3.0,42776.0,2023-07-20
1474,1493.0,10.0,26.0,11.0,190115.0,2024-06-21
1475,1494.0,21.0,51.0,9.0,577431.0,2024-12-18
1476,1495.0,35.0,30.0,1.0,30635.6,2024-02-21
1477,1496.0,44.0,81.0,2.0,232082.15,2023-01-19
1478,1497.0,37.0,67.0,10.0,814995.5,2023-10-12
1479,1498.0,9.0,127.0,6.0,8831.2,2024-03-05
1480,1499.0,44.0,39.0,7.0,197058.5,2023-11-21
1481,1500.0,46.0,130.0,7.0,29009.0,2023-08-25
1482,1501.0,44.0,128.0,8.0,37206.0,2024-05-23
1483,1502.0,43.0,8.0,1.0,4734.8,2024-02-03
1484,1503.0,25.0,32.0,8.0,95019.0,2023-06-01
1485,1504.0,29.0,108.0,15.0,50183.0,2024-01-07
1486,1505.0,38.0,25.0,14.0,169770.0,2023-08-31
1487,1506.0,39.0,125.0,10.0,34021.0,2023-06-16
1488,1507.0,7.0,110.0,5.0,12478.0,2023-07-20
1489,1508.0,2.0,117.0,9.0,35080.65,2023-01-07
1490,1509.0,42.0,129.0,12.0,37235.25,2024-07-31
1491,1510.0,8.0,38.0,2.0,52922.0,2024-07-30
1492,1511.0,26.0,150.0,14.0,21887.05,2023-02-05
1493,1512.0,8.0,73.0,11.0,1496021.05,2024-05-21
1494,1513.0,24.0,91.0,10.0,1281417.0,2024-02-10
1495,1514.0,24.0,8.0,5.0,23674.95,2023-01-09
1496,1515.0,46.0,76.0,1.0,140788.1,2023-07-27
1497,1516.0,2.0,116.0,7.0,18029.0,2024-11-13
1498,1517.0,37.0,110.0,11.0,27451.0,2023-02-14
1499,1518.0,16.0,144.0,6.0,13285.0,2024-12-04
1500,1519.0,17.0,31.0,4.0,31475.4,2024-01-25
1501,1520.0,30.0,45.0,4.0,37634.25,2023-04-03
1502,1521.0,49.0,7.0,7.0,136631.0,2023-06-22
1503,1522.0,15.0,1.0,2.0,66245.0,2023-04-11
1504,1523.0,45.0,68.0,3.0,200691.0,2023-12-14
