"id_venda","sale_date","id_product","qtd","valor_recebido_em_brl","custo_operacao_brl","saldo_operacao_brl","possui_prejuizo","valor_do_prejuizo"
4446,"2023-06-28",95,10,663176.0,922573.16435,-259397.16434999998,Sim,259397.16434999998
8551,"2023-09-13",90,14,1107363.0,1366582.55895,-259219.55894999998,Sim,259219.55894999998
2641,"2024-12-26",87,6,381101.05,640177.2074880002,-259076.15748800017,Sim,259076.15748800017
290,"2023-05-11",79,10,628394.6,887434.3929599999,-259039.79295999988,Sim,259039.79295999988
8645,"2023-04-27",68,11,735868.0,994872.0891999999,-259004.08919999993,Sim,259004.08919999993
1985,"2023-07-28",59,10,828077.95,1087028.80332,-258950.85332,Sim,258950.85332
8851,"2024-10-01",86,6,561139.0,819990.3879,-258851.38789999997,Sim,258851.38789999997
7817,"2024-06-27",79,9,565555.9,824366.2243410001,-258810.32434100006,Sim,258810.32434100006
9070,"2023-07-03",71,11,1431915.0,1690695.888684,-258780.8886839999,Sim,258780.8886839999
8501,"2024-02-29",14,13,442266.8,700932.1909589999,-258665.39095899992,Sim,258665.39095899992
6702,"2024-09-26",87,5,317585.0,576231.5138600001,-258646.51386000006,Sim,258646.51386000006
1208,"2023-02-08",86,8,748185.0,1006737.577984,-258552.57798399997,Sim,258552.57798399997
39,"2024-10-16",71,8,989322.4,1247793.380064,-258470.9800639999,Sim,258470.9800639999
7774,"2024-11-04",96,13,872167.45,1130489.251736,-258321.801736,Sim,258321.801736
5483,"2024-02-20",67,9,733495.95,991732.8407040001,-258236.89070400014,Sim,258236.89070400014
2502,"2024-06-13",16,15,427585.5,685801.20036,-258215.70036000002,Sim,258215.70036000002
3376,"2024-02-05",1,13,430593.0,688665.162107,-258072.162107,Sim,258072.162107
6432,"2024-08-06",82,7,361438.0,619508.384432,-258070.384432,Sim,258070.384432
4003,"2023-09-04",29,12,438124.0,696083.7228480001,-257959.72284800012,Sim,257959.72284800012
9279,"2023-06-26",63,4,559831.0,817774.959904,-257943.95990400005,Sim,257943.95990400005
2048,"2024-03-08",77,10,447047.0,704945.3019699999,-257898.3019699999,Sim,257898.3019699999
7156,"2023-07-20",91,5,674430.0,932257.0061600001,-257827.0061600001,Sim,257827.0061600001
9686,"2023-03-20",11,11,398551.0,656374.4472780001,-257823.44727800007,Sim,257823.44727800007
9826,"2023-10-19",64,4,446022.0,703820.44432,-257798.44432,Sim,257798.44432
9246,"2024-07-25",53,14,751450.0,1009078.2552479999,-257628.2552479999,Sim,257628.2552479999
7273,"2024-05-06",51,14,898226.0,1155574.6548360002,-257348.65483600018,Sim,257348.65483600018
9968,"2024-06-25",69,8,362120.0,619333.3708800001,-257213.37088000006,Sim,257213.37088000006
9208,"2024-06-14",91,4,512566.8,769772.4129600001,-257205.61296000011,Sim,257205.61296000011
9584,"2024-04-03",60,8,826508.55,1083697.158816,-257188.60881599993,Sim,257188.60881599993
6099,"2024-03-15",59,5,435831.0,692990.9797849999,-257159.97978499986,Sim,257159.97978499986
2148,"2023-10-05",69,8,344014.0,601088.744576,-257074.74457600003,Sim,257074.74457600003
3275,"2024-10-08",77,9,382224.9,639283.760829,-257058.860829,Sim,257058.860829
5456,"2023-03-17",69,8,344014.0,600955.289088,-256941.28908799996,Sim,256941.28908799996
6959,"2024-08-19",81,3,348122.75,605056.636467,-256933.886467,Sim,256933.886467
9584,"2024-04-03",60,8,826508.55,1083378.206304,-256869.65630399995,Sim,256869.65630399995
440,"2024-02-28",83,6,808823.0,1065664.8077399998,-256841.80773999984,Sim,256841.80773999984
6087,"2023-12-12",83,5,640318.05,897145.09206,-256827.04206,Sim,256827.04206
4088,"2024-10-15",38,13,326795.25,583586.4370700001,-256791.1870700001,Sim,256791.1870700001
6244,"2024-06-25",99,3,305710.0,562313.5611,-256603.56110000005,Sim,256603.56110000005
4873,"2024-06-21",18,13,345442.0,602003.500592,-256561.50059199997,Sim,256561.50059199997
6964,"2023-05-25",86,8,710775.75,967153.7305599999,-256377.98055999994,Sim,256377.98055999994
6959,"2024-08-19",81,3,348122.75,604357.630011,-256234.88001099997,Sim,256234.88001099997
2858,"2024-04-22",86,10,935231.0,1191399.5818,-256168.58180000004,Sim,256168.58180000004
3819,"2023-04-17",56,13,558854.0,814987.922541,-256133.92254099995,Sim,256133.92254099995
9826,"2023-10-19",64,4,446022.0,702088.74176,-256066.74176,Sim,256066.74176
8481,"2023-10-05",87,6,401159.0,657178.4226180001,-256019.42261800007,Sim,256019.42261800007
1052,"2024-12-30",99,15,1609000.0,1864934.0621550004,-255934.0621550004,Sim,255934.0621550004
2858,"2024-04-22",86,10,935231.0,1191137.28508,-255906.28508000006,Sim,255906.28508000006
183,"2023-04-26",80,9,1163015.0,1418881.6305900004,-255866.63059000042,Sim,255866.63059000042
9654,"2024-04-10",67,11,896496.0,1152334.582982,-255838.58298199996,Sim,255838.58298199996
3218,"2024-09-13",11,9,309782.65,565506.600408,-255723.95040800003,Sim,255723.95040800003
3880,"2023-11-23",77,14,625865.0,881551.7586819999,-255686.75868199987,Sim,255686.75868199987
6710,"2024-08-23",22,12,449762.3,705326.753196,-255564.45319600002,Sim,255564.45319600002
5348,"2024-11-11",91,10,1348860.0,1604409.2246,-255549.22460000007,Sim,255549.22460000007
3178,"2024-12-02",43,8,266736.25,522112.09792,-255375.84791999997,Sim,255375.84791999997
6316,"2024-06-04",99,9,917130.0,1172441.650833,-255311.65083299996,Sim,255311.65083299996
8246,"2024-03-13",90,5,375712.65,630931.5466349999,-255218.8966349999,Sim,255218.8966349999
961,"2023-08-18",79,13,816913.55,1072062.0201720002,-255148.47017200012,Sim,255148.47017200012
8476,"2024-06-27",22,12,449762.3,704892.808068,-255130.50806800002,Sim,255130.50806800002
8391,"2023-06-07",92,9,759702.65,1014798.736476,-255096.08647600003,Sim,255096.08647600003
2369,"2023-05-11",60,8,826508.55,1081466.46144,-254957.91143999994,Sim,254957.91143999994
7894,"2023-03-06",69,15,678975.0,933847.11105,-254872.11104999995,Sim,254872.11104999995
473,"2024-06-20",84,12,495032.65,749735.8089839999,-254703.15898399986,Sim,254703.15898399986
4745,"2024-05-23",64,4,423720.9,678356.20608,-254635.30608,Sim,254635.30608
199,"2023-10-31",99,11,1120936.35,1375541.935075,-254605.58507499984,Sim,254605.58507499984
4711,"2023-09-05",54,5,607674.0,862269.665225,-254595.665225,Sim,254595.665225
6711,"2023-10-20",90,12,949168.0,1203683.0688,-254515.0688,Sim,254515.0688
1719,"2023-12-15",91,6,809316.0,1063521.756936,-254205.75693599996,Sim,254205.75693599996
4089,"2024-12-02",88,10,459196.75,713341.4261399999,-254144.67613999988,Sim,254144.67613999988
1648,"2023-12-27",87,7,468019.0,722097.1688699998,-254078.16886999982,Sim,254078.16886999982
3298,"2024-03-14",95,9,596858.4,850918.58244,-254060.18244,Sim,254060.18244
3648,"2024-12-12",63,11,1539534.0,1793557.2834080001,-254023.28340800013,Sim,254023.28340800013
2173,"2024-12-19",1,12,397470.0,651435.072912,-253965.072912,Sim,253965.072912
4312,"2024-03-28",51,14,898226.0,1151937.061968,-253711.0619679999,Sim,253711.0619679999
2173,"2024-12-19",1,12,397470.0,651020.9855760001,-253550.98557600006,Sim,253550.98557600006
617,"2023-07-31",73,5,680010.0,933382.055625,-253372.05562500004,Sim,253372.05562500004
9309,"2024-06-26",16,12,360072.0,613427.9591999999,-253355.95919999992,Sim,253355.95919999992
2700,"2023-10-03",71,3,370995.9,624317.4693000001,-253321.5693000001,Sim,253321.5693000001
327,"2023-10-19",60,8,826508.55,1079766.0753600001,-253257.5253600001,Sim,253257.5253600001
1052,"2024-12-30",99,15,1609000.0,1862249.700105,-253249.70010500005,Sim,253249.70010500005
7654,"2024-01-03",62,12,1226664.0,1479826.49328,-253162.49328000005,Sim,253162.49328000005
1286,"2023-01-10",54,3,346373.8,599512.0779899999,-253138.27798999992,Sim,253138.27798999992
8391,"2023-06-07",92,9,759702.65,1012784.2189290001,-253081.56892900006,Sim,253081.56892900006
2324,"2024-01-22",18,15,378657.65,631739.1076499999,-253081.45764999988,Sim,253081.45764999988
4162,"2024-10-18",92,6,533125.0,786189.007296,-253064.00729600003,Sim,253064.00729600003
2025,"2023-09-25",60,8,826508.55,1079507.91384,-252999.36384,Sim,252999.36384
327,"2023-10-19",60,8,826508.55,1079448.27984,-252939.72983999993,Sim,252939.72983999993
7598,"2024-09-17",76,2,281576.2,534512.4764200001,-252936.27642000007,Sim,252936.27642000007
8674,"2024-06-03",54,3,346373.8,599260.350426,-252886.55042599997,Sim,252886.55042599997
6244,"2024-06-25",99,3,305710.0,558449.14461,-252739.14460999996,Sim,252739.14460999996
3300,"2024-08-13",53,11,590425.0,843058.288875,-252633.28887499997,Sim,252633.28887499997
8391,"2023-06-07",92,9,759702.65,1012183.886511,-252481.23651099997,Sim,252481.23651099997
8731,"2023-12-21",67,11,943680.0,1196097.980385,-252417.9803849999,Sim,252417.9803849999
9686,"2023-03-20",11,11,398551.0,650858.171832,-252307.17183200002,Sim,252307.17183200002
5523,"2024-11-07",36,15,339021.0,591323.5826399999,-252302.58263999992,Sim,252302.58263999992
6426,"2024-08-12",95,5,331588.0,583835.4418450001,-252247.44184500014,Sim,252247.44184500014
8474,"2024-04-30",98,5,376965.7,629065.1696600001,-252099.46966000012,Sim,252099.46966000012
4575,"2023-07-28",74,11,904536.8,1156568.6335170001,-252031.83351700008,Sim,252031.83351700008
9240,"2024-07-16",14,11,393922.0,645951.8345939999,-252029.8345939999,Sim,252029.8345939999
3335,"2023-12-01",77,12,536456.0,788431.773888,-251975.77388800005,Sim,251975.77388800005
4446,"2023-06-28",95,10,663176.0,914904.5810200002,-251728.58102000016,Sim,251728.58102000016
1077,"2024-12-27",84,9,390815.0,642490.035777,-251675.035777,Sim,251675.035777
2996,"2023-11-21",16,15,427585.5,679233.1020000001,-251647.60200000007,Sim,251647.60200000007
9246,"2024-07-25",53,14,751450.0,1003036.0217919999,-251586.02179199993,Sim,251586.02179199993
5523,"2024-11-07",36,15,339021.0,590559.1586399999,-251538.15863999992,Sim,251538.15863999992
9279,"2023-06-26",63,4,559831.0,811265.5184480001,-251434.51844800008,Sim,251434.51844800008
6391,"2023-07-10",92,13,1155103.0,1406469.925575,-251366.925575,Sim,251366.925575
7094,"2024-02-07",95,9,596858.4,848182.9496400001,-251324.5496400001,Sim,251324.5496400001
280,"2024-03-22",62,9,873998.1,1125318.5585100001,-251320.45851000014,Sim,251320.45851000014
562,"2023-06-26",99,4,407613.65,658715.1037600001,-251101.45376000006,Sim,251101.45376000006
2588,"2023-07-26",92,10,844113.95,1095196.9490399999,-251082.9990399999,Sim,251082.9990399999
9670,"2024-03-28",94,10,407508.0,658514.1486,-251006.14859999996,Sim,251006.14859999996
4933,"2024-02-15",51,12,731412.6,982394.47152,-250981.87152000004,Sim,250981.87152000004
5339,"2024-10-11",53,12,611895.0,862792.6548959998,-250897.65489599982,Sim,250897.65489599982
706,"2023-02-08",98,5,396806.0,647643.69852,-250837.69851999998,Sim,250837.69851999998
4981,"2024-01-12",14,15,537166.0,787831.773795,-250665.77379500004,Sim,250665.77379500004
6816,"2023-08-15",100,4,418401.0,668979.543456,-250578.54345600004,Sim,250578.54345600004
3157,"2023-06-13",14,15,537166.0,787669.478145,-250503.47814499994,Sim,250503.47814499994
4518,"2024-09-23",59,6,496847.15,747238.53402,-250391.38402,Sim,250391.38402
9955,"2024-12-10",15,11,306897.0,557241.232394,-250344.23239400005,Sim,250344.23239400005
5156,"2024-05-22",80,8,1033791.0,1284091.537696,-250300.53769599996,Sim,250300.53769599996
2269,"2023-03-14",59,4,331231.75,581314.7555280001,-250083.00552800007,Sim,250083.00552800007
693,"2024-09-09",87,8,534879.0,784898.902152,-250019.902152,Sim,250019.902152
6393,"2024-02-22",59,5,435831.0,685802.535795,-249971.53579500003,Sim,249971.53579500003
8781,"2024-11-29",95,8,558464.0,808268.64708,-249804.64708000002,Sim,249804.64708000002
5771,"2023-09-20",14,15,537166.0,786922.918155,-249756.91815499996,Sim,249756.91815499996
8391,"2023-06-07",92,9,759702.65,1009400.6074950001,-249697.9574950001,Sim,249697.9574950001
8775,"2024-07-04",88,12,580038.0,829690.8182640001,-249652.81826400012,Sim,249652.81826400012
4452,"2024-11-28",92,3,266562.0,516183.155019,-249621.155019,Sim,249621.155019
6959,"2024-08-19",81,3,348122.75,597543.781464,-249421.031464,Sim,249421.031464
2667,"2023-10-25",20,15,462502.0,711840.147915,-249338.14791499998,Sim,249338.14791499998
6573,"2024-09-26",79,10,628394.6,877721.0602400001,-249326.46024000016,Sim,249326.46024000016
4594,"2024-04-10",82,8,392418.4,641675.9568960001,-249257.55689600005,Sim,249257.55689600005
4967,"2024-05-21",69,8,344014.0,593231.223424,-249217.22342399997,Sim,249217.22342399997
3183,"2023-09-26",59,9,784495.0,1033596.2946149999,-249101.2946149999,Sim,249101.2946149999
4569,"2024-11-07",78,11,1272408.15,1521382.068976,-248973.91897600004,Sim,248973.91897600004
9677,"2024-04-30",56,11,472876.0,721656.784266,-248780.78426600003,Sim,248780.78426600003
5773,"2024-02-28",97,8,1028546.95,1277303.130168,-248756.18016800005,Sim,248756.18016800005
7122,"2023-06-06",90,5,375712.65,624457.92014,-248745.27013999992,Sim,248745.27013999992
1759,"2023-07-25",96,7,469628.7,718333.683648,-248704.983648,Sim,248704.983648
1700,"2023-03-06",89,8,597952.8,846650.33792,-248697.53791999992,Sim,248697.53791999992
4502,"2024-05-06",67,13,1115258.0,1363812.5914530002,-248554.5914530002,Sim,248554.5914530002
8688,"2024-05-13",76,4,563153.35,811693.889888,-248540.539888,Sim,248540.539888
9443,"2024-12-11",59,12,1045994.0,1294375.75488,-248381.7548799999,Sim,248381.7548799999
8992,"2024-02-29",74,5,432793.0,681089.0391899999,-248296.03918999992,Sim,248296.03918999992
1648,"2023-12-27",87,7,468019.0,716195.238402,-248176.23840200005,Sim,248176.23840200005
2048,"2024-03-08",77,10,447047.0,695097.0915200001,-248050.09152000013,Sim,248050.09152000013
3847,"2024-08-08",53,10,536750.0,784531.29348,-247781.29348,Sim,247781.29348
8895,"2024-12-13",84,12,495032.65,742740.2496,-247707.59959999996,Sim,247707.59959999996
6212,"2023-08-01",51,14,853314.7,1100982.718528,-247668.018528,Sim,247668.018528
8775,"2024-07-04",88,12,580038.0,827704.7690399999,-247666.76903999993,Sim,247666.76903999993
6717,"2023-10-23",92,11,977395.0,1224985.5668600001,-247590.56686000014,Sim,247590.56686000014
3069,"2024-12-12",90,15,1186460.0,1434025.0576799999,-247565.05767999985,Sim,247565.05767999985
4162,"2024-10-18",92,6,533125.0,780562.4977920001,-247437.49779200007,Sim,247437.49779200007
4895,"2023-03-08",98,13,1031695.0,1278903.931578,-247208.93157800008,Sim,247208.93157800008
6244,"2024-06-25",99,3,305710.0,552847.06809,-247137.06808999996,Sim,247137.06808999996
4338,"2023-01-13",18,15,378657.65,625763.12664,-247105.47664,Sim,247105.47664
9706,"2023-07-24",76,3,444595.0,691684.0190910001,-247089.01909100008,Sim,247089.01909100008
7803,"2023-04-20",51,13,834067.0,1081109.8658359998,-247042.86583599984,Sim,247042.86583599984
3298,"2024-03-14",95,9,596858.4,843845.6040480001,-246987.20404800004,Sim,246987.20404800004
4222,"2024-01-26",100,4,397480.95,644465.766,-246984.81599999993,Sim,246984.81599999993
2238,"2024-03-18",98,5,376965.7,623846.8126800001,-246881.11268000008,Sim,246881.11268000008
331,"2023-11-22",97,11,1488686.0,1735417.7423439997,-246731.74234399968,Sim,246731.74234399968
2093,"2023-10-03",67,8,686312.0,933000.5608000001,-246688.5608000001,Sim,246688.5608000001
6702,"2024-09-26",87,5,317585.0,564273.11656,-246688.11656,Sim,246688.11656
6866,"2024-12-30",99,11,1120936.35,1367618.3122470002,-246681.96224700008,Sim,246681.96224700008
562,"2023-06-26",99,4,407613.65,654188.181976,-246574.53197599994,Sim,246574.53197599994
3069,"2024-12-12",90,15,1186460.0,1433034.1322400002,-246574.13224000018,Sim,246574.13224000018
2497,"2023-05-05",57,6,712743.0,959255.151552,-246512.15155199997,Sim,246512.15155199997
1405,"2024-12-20",53,5,254956.25,501424.36350000004,-246468.11350000004,Sim,246468.11350000004
7897,"2024-07-05",30,14,428896.5,675356.4726999999,-246459.97269999993,Sim,246459.97269999993
2720,"2023-05-16",92,10,844113.95,1090491.2073000001,-246377.25730000017,Sim,246377.25730000017
2139,"2024-11-29",71,13,1692263.0,1938630.59039,-246367.59039000003,Sim,246367.59039000003
6087,"2023-12-12",83,5,640318.05,886602.4986,-246284.4486,Sim,246284.4486
5804,"2023-03-31",64,4,423720.9,669929.99424,-246209.09424,Sim,246209.09424
5634,"2024-06-07",86,9,841708.0,1087897.55868,-246189.55868000002,Sim,246189.55868000002
2348,"2024-09-09",18,12,302925.55,549070.255584,-246144.70558400004,Sim,246144.70558400004
6912,"2024-02-05",92,8,710833.0,956896.0357680001,-246063.03576800006,Sim,246063.03576800006
2668,"2023-12-20",59,11,958828.0,1204890.57777,-246062.5777700001,Sim,246062.5777700001
8246,"2024-03-13",90,5,375712.65,621750.11457,-246037.46456999995,Sim,246037.46456999995
2048,"2024-03-08",77,10,447047.0,693060.78309,-246013.78309000004,Sim,246013.78309000004
4947,"2023-11-06",51,10,609510.5,855505.39035,-245994.89035,Sim,245994.89035
5634,"2024-06-07",86,9,841708.0,1087658.048808,-245950.04880800005,Sim,245950.04880800005
285,"2024-12-26",96,5,335448.8,581396.9666400001,-245948.16664000013,Sim,245948.16664000013
2148,"2023-10-05",69,8,344014.0,589935.284736,-245921.284736,Sim,245921.284736
983,"2023-09-06",73,5,715800.0,961704.89058,-245904.89058,Sim,245904.89058
4162,"2024-10-18",92,6,533125.0,779012.971968,-245887.97196800006,Sim,245887.97196800006
3306,"2024-09-27",99,9,965400.0,1211250.811329,-245850.81132899993,Sim,245850.81132899993
7566,"2023-11-03",51,15,962385.0,1208230.5773999998,-245845.57739999983,Sim,245845.57739999983
255,"2023-09-21",74,9,740075.65,985854.588039,-245778.93803900003,Sim,245778.93803900003
5339,"2024-10-11",53,12,611895.0,857626.3611839999,-245731.36118399992,Sim,245731.36118399992
410,"2024-07-24",22,12,473434.0,719149.1818319999,-245715.18183199991,Sim,245715.18183199991
2964,"2024-07-25",56,8,326714.5,572375.166672,-245660.66667199996,Sim,245660.66667199996
3145,"2024-12-18",76,8,1185586.0,1431128.66144,-245542.66143999994,Sim,245542.66143999994
3593,"2024-10-04",68,7,444866.0,690363.5012960001,-245497.5012960001,Sim,245497.5012960001
4162,"2024-10-18",92,6,533125.0,778551.208512,-245426.20851200004,Sim,245426.20851200004
2478,"2023-05-12",68,9,602074.0,847291.78449,-245217.78449,Sim,245217.78449
8246,"2024-03-13",90,5,375712.65,620809.3359,-245096.68589999992,Sim,245096.68589999992
8902,"2024-01-18",86,8,710775.75,955797.0744319999,-245021.32443199994,Sim,245021.32443199994
7849,"2024-06-19",76,4,563153.35,808161.804896,-245008.45489599998,Sim,245008.45489599998
4338,"2023-01-13",18,15,378657.65,623600.4180300001,-244942.76803000004,Sim,244942.76803000004
479,"2023-03-06",60,6,652507.0,897418.89546,-244911.89546000003,Sim,244911.89546000003
3183,"2023-09-26",59,9,784495.0,1029340.569132,-244845.56913199998,Sim,244845.56913199998
819,"2024-04-05",51,11,670461.55,915201.9307199998,-244740.38071999978,Sim,244740.38071999978
6866,"2024-12-30",99,11,1120936.35,1365649.780077,-244713.43007699982,Sim,244713.43007699982
6035,"2024-10-23",67,5,407497.75,652153.241795,-244655.49179500004,Sim,244655.49179500004
4895,"2023-03-08",98,13,1031695.0,1276256.524725,-244561.5247249999,Sim,244561.5247249999
2305,"2023-12-21",51,9,548559.45,793099.14516,-244539.69516,Sim,244539.69516
579,"2023-08-07",53,14,713877.5,958303.60626,-244426.10626000003,Sim,244426.10626000003
8465,"2023-08-09",59,5,435831.0,680196.104575,-244365.104575,Sim,244365.104575
7094,"2024-02-07",95,9,596858.4,841132.7102880001,-244274.31028800004,Sim,244274.31028800004
2348,"2024-09-09",18,12,302925.55,547172.606268,-244247.056268,Sim,244247.056268
7250,"2024-02-05",71,8,1041392.0,1285508.796456,-244116.79645600007,Sim,244116.79645600007
7357,"2024-08-23",56,9,386899.0,630918.494739,-244019.494739,Sim,244019.494739
9573,"2023-05-25",63,3,398879.35,642803.2136400001,-243923.8636400001,Sim,243923.8636400001
9508,"2023-01-24",18,14,372014.0,615905.420256,-243891.420256,Sim,243891.420256
7672,"2023-05-09",89,9,672696.9,916504.6926959999,-243807.79269599984,Sim,243807.79269599984
4283,"2024-07-25",96,15,1006347.35,1250127.7692,-243780.4192,Sim,243780.4192
9905,"2024-06-17",5,15,355035.0,598805.0055,-243770.00549999997,Sim,243770.00549999997
4555,"2023-06-20",87,12,762203.05,1005941.61132,-243738.56131999998,Sim,243738.56131999998
3012,"2023-08-24",83,5,640318.05,883944.3153799999,-243626.26537999988,Sim,243626.26537999988
366,"2024-09-19",16,14,399079.8,642630.8190959999,-243551.01909599995,Sim,243551.01909599995
8993,"2023-05-30",67,9,772101.0,1015518.531609,-243417.53160900006,Sim,243417.53160900006
8607,"2024-12-19",57,13,1467063.15,1710390.771557,-243327.6215570001,Sim,243327.6215570001
4162,"2024-10-18",92,6,533125.0,776410.36704,-243285.36704000004,Sim,243285.36704000004
2588,"2023-07-26",92,10,844113.95,1087358.96608,-243245.01607999997,Sim,243245.01607999997
1796,"2024-10-28",88,13,628374.0,871581.481524,-243207.48152399994,Sim,243207.48152399994
4278,"2023-12-07",51,10,641590.0,884727.7215199999,-243137.7215199999,Sim,243137.7215199999
5287,"2024-12-23",78,6,694040.55,937083.031488,-243042.4814879999,Sim,243042.4814879999
334,"2023-11-01",86,6,561139.0,803956.093344,-242817.09334400005,Sim,242817.09334400005
1096,"2023-12-18",79,11,727615.0,970343.8654139999,-242728.86541399988,Sim,242728.86541399988
3028,"2024-08-22",14,10,358111.0,600753.5780399999,-242642.57803999993,Sim,242642.57803999993
2316,"2023-05-18",29,11,401614.0,644188.1447429999,-242574.14474299992,Sim,242574.14474299992
9426,"2024-10-01",84,15,651358.0,893851.3496249999,-242493.34962499992,Sim,242493.34962499992
7542,"2023-10-24",67,11,896496.0,1138935.343645,-242439.3436449999,Sim,242439.3436449999
536,"2023-01-17",86,8,748185.0,990621.573632,-242436.573632,Sim,242436.573632
8481,"2023-10-05",87,6,401159.0,643540.153128,-242381.15312799998,Sim,242381.15312799998
6636,"2023-03-06",58,6,620300.6,862618.53618,-242317.93618000008,Sim,242317.93618000008
9802,"2023-08-29",96,7,494346.0,736633.830128,-242287.830128,Sim,242287.830128
7398,"2023-11-23",71,9,1171567.0,1413779.0898509996,-242212.08985099965,Sim,242212.08985099965
1920,"2024-08-16",69,12,543180.0,785344.396704,-242164.39670399996,Sim,242164.39670399996
6430,"2024-10-16",86,14,1243857.8,1485937.4941180001,-242079.6941180001,Sim,242079.6941180001
61,"2024-09-05",56,8,326714.5,568792.874664,-242078.374664,Sim,242078.374664
4594,"2024-04-10",82,8,392418.4,634438.108144,-242019.70814400003,Sim,242019.70814400003
7749,"2024-02-21",73,3,429480.0,671422.256052,-241942.25605199998,Sim,241942.25605199998
2473,"2023-07-18",29,11,381533.3,623336.72676,-241803.42676,Sim,241803.42676
7131,"2024-08-09",1,9,283197.85,524985.090705,-241787.240705,Sim,241787.240705
875,"2024-11-04",92,12,1012936.55,1254698.7575039999,-241762.20750399982,Sim,241762.20750399982
693,"2024-09-09",87,8,534879.0,776610.458208,-241731.45820800005,Sim,241731.45820800005
8812,"2023-08-17",63,3,398879.35,640565.8109760002,-241686.46097600018,Sim,241686.46097600018
7826,"2023-12-13",11,11,378623.45,620257.4017200001,-241633.95172000007,Sim,241633.95172000007
7369,"2023-12-29",91,4,512566.8,753981.931828,-241415.131828,Sim,241415.131828
241,"2023-11-28",81,5,610742.0,852012.75978,-241270.75977999996,Sim,241270.75977999996
8590,"2024-10-31",39,13,385227.0,626421.890952,-241194.89095200005,Sim,241194.89095200005
8137,"2023-12-22",77,12,509633.2,750797.7406440001,-241164.5406440001,Sim,241164.5406440001
179,"2024-09-27",76,14,1971036.25,2212142.79013,-241106.5401300001,Sim,241106.5401300001
2588,"2023-07-26",92,10,844113.95,1085200.40632,-241086.4563200001,Sim,241086.4563200001
7042,"2023-10-11",72,4,378726.05,619595.615232,-240869.56523200002,Sim,240869.56523200002
7598,"2024-09-17",76,2,281576.2,522371.10930000007,-240794.90930000006,Sim,240794.90930000006
1927,"2023-06-20",90,15,1186460.0,1427241.5662500001,-240781.56625000015,Sim,240781.56625000015
4220,"2024-02-19",97,6,771409.5,1012104.32667,-240694.82666999998,Sim,240694.82666999998
6855,"2023-10-13",57,7,789957.3,1030562.19,-240604.8899999999,Sim,240604.8899999999
6692,"2024-08-09",99,7,713323.65,953922.5385549999,-240598.88855499984,Sim,240598.88855499984
2588,"2023-07-26",92,10,844113.95,1084557.14888,-240443.19888000004,Sim,240443.19888000004
2896,"2023-10-27",29,11,401614.0,642021.25812,-240407.25812,Sim,240407.25812
4071,"2023-01-03",84,13,564510.0,804803.356461,-240293.35646100005,Sim,240293.35646100005
760,"2023-06-28",68,10,635522.45,875808.4522399999,-240286.00223999994,Sim,240286.00223999994
1085,"2023-08-04",90,5,375712.65,615805.303905,-240092.65390499996,Sim,240092.65390499996
7774,"2024-11-04",96,13,872167.45,1112181.2093599997,-240013.7593599998,Sim,240013.7593599998
562,"2023-06-26",99,4,407613.65,647625.700344,-240012.050344,Sim,240012.050344
2555,"2023-07-06",58,9,979421.0,1219409.314407,-239988.31440700009,Sim,239988.31440700009
4312,"2024-03-28",51,14,898226.0,1138147.749816,-239921.749816,Sim,239921.749816
525,"2024-12-11",15,10,265048.1,504833.76320000004,-239785.66320000007,Sim,239785.66320000007
3600,"2024-09-23",62,6,613332.0,853006.2147,-239674.2147,Sim,239674.2147
7122,"2023-06-06",90,5,375712.65,615370.69348,-239658.04348,Sim,239658.04348
5134,"2024-03-04",69,9,407385.0,646959.6396,-239574.6396,Sim,239574.6396
1467,"2023-06-20",80,9,1104864.25,1344410.3302200001,-239546.08022000012,Sim,239546.08022000012
7099,"2024-09-24",71,10,1301741.0,1541261.1241800003,-239520.12418000028,Sim,239520.12418000028
4290,"2023-11-06",79,13,816913.55,1056430.836747,-239517.28674699995,Sim,239517.28674699995
3682,"2023-04-14",92,8,675291.35,914760.43092,-239469.08091999998,Sim,239469.08091999998
2139,"2024-11-29",71,13,1692263.0,1931684.9255599997,-239421.92555999965,Sim,239421.92555999965
4933,"2024-02-15",51,12,731412.6,970634.6762400001,-239222.07624000008,Sim,239222.07624000008
5279,"2023-08-02",72,5,498323.0,737484.55242,-239161.55241999996,Sim,239161.55241999996
3443,"2024-03-19",68,10,668971.0,908072.1369599999,-239101.13695999992,Sim,239101.13695999992
3592,"2024-04-22",94,13,503272.95,742235.964925,-238963.01492499997,Sim,238963.01492499997
1726,"2024-07-01",60,11,1136448.9,1375407.0071939998,-238958.10719399992,Sim,238958.10719399992
9573,"2023-05-25",63,3,398879.35,637686.53718,-238807.18718,Sim,238807.18718
514,"2023-11-23",100,4,418401.0,657147.635928,-238746.63592799997,Sim,238746.63592799997
7122,"2023-06-06",90,5,375712.65,614439.5676,-238726.91759999993,Sim,238726.91759999993
4021,"2024-09-24",29,8,277478.85,516202.64366400003,-238723.79366400006,Sim,238723.79366400006
4996,"2023-01-02",29,9,328593.0,567287.8509960001,-238694.8509960001,Sim,238694.8509960001
5260,"2024-06-12",73,3,429480.0,668083.7629950001,-238603.7629950001,Sim,238603.7629950001
2535,"2024-12-20",69,8,344014.0,582481.96944,-238467.96944000002,Sim,238467.96944000002
